pub_date,author,title,subtitle,era,source,keyword,context,sense_rule
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,と信用出来ないと思って居りました」 この自殺を企てた事については支倉は先に上願書のう,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,裁判所からの照会は支倉の第三回訊問後彼の自殺を企てようとした事件の為参考人銀之助を取,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,うか、小林さだ子としたなら他殺でしょうか自殺でしょうか。それとも何時どうして死に至り,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,の事死んだ方がましだと、それから二度目の自殺を謀ったのであります。看守厳重になり到底,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,理を延ばしていよう。もし事がならなければ自殺する許りだと云う意味らしく、彼は事実気狂,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,与えて、殺して呉れと頼んだり、その事が又自殺の宣伝のように取れたり、或いはクルリ／＼,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,られるより一そ一思いに死んで終おうと何度自殺を計ったかも知れない。然しいつでも失敗だ,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,》って終う。死体が貞であると決定しても尚自殺か他殺か過失死かいろ／＼問題が残るけれど,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,た死体を小林貞に相違ないと断定し、それは自殺であるか、他殺であるか。他殺とせば何者が,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,長に宛て左の公文が到達した。 刑事被告人自殺の件通報 窃盗放火詐欺 強姦致傷及殺人 ,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,を頸部に纏い垂下し、自己の体重に依り窒息自殺を遂げたるものに候条、別紙死体検案書添附,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,が何故忌避の結果の判明するのを待たずして自殺したか。それは永久に残る疑問であるけれど,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自殺,われ、支倉が遂に第二審の判決を受けずして自殺した事は後世に幾多の疑問を残した。筆者は,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自害,にして破れなば吾は絞首台に上らず自分から自害して男を見せん。夫れまでは吾は監獄に行き,General
2007年7月15日,甲賀三郎,支倉事件,,Meiji,「日本探偵小説全集1　黒岩涙香　小酒井不木　甲賀三郎集」創元推理文庫、東京創元社,自害,破れなばよろこんで自分は自ら死をとらん、自害せんと第三の聴取書作成に稍一夜を費しまし,General
2001年5月24日,島崎藤村,夜明け前,第一部上,Meiji,「夜明け前　第一部（上）」岩波文庫、岩波書店,自殺,。当時の外国奉行｜堀織部《ほりおりべ》の自殺も多くの人を驚かした。そのうわさもまた一,General
2001年5月24日,島崎藤村,夜明け前,第一部上,Meiji,「夜明け前　第一部（上）」岩波文庫、岩波書店,自殺,でなって、漢文で世に行なわれた。堀織部の自殺を憐《あわれ》むものが続々と出て来て、手,General
2001年5月24日,島崎藤村,夜明け前,第一部上,Meiji,「夜明け前　第一部（上）」岩波文庫、岩波書店,自害,しょう》四年の八月に、八十九歳で衣笠城に自害した三浦｜大介義明《おおすけよしあき》と,General
2001年5月24日,島崎藤村,夜明け前,第一部上,Meiji,「夜明け前　第一部（上）」岩波文庫、岩波書店,自害,敗られて、一族共に法華堂《ほっけどう》で自害した三浦｜若狭守泰村《わかさのかみやすむ,General
2001年5月26日,島崎藤村,夜明け前,第一部下,Meiji,「夜明け前　第一部（下）」岩波文庫、岩波書店,自殺,たり》、宍戸侯の切腹を聞いて悲憤のあまり自殺した家来数人、この難に死んだものは都合四,General
2001年5月26日,島崎藤村,夜明け前,第一部下,Meiji,「夜明け前　第一部（下）」岩波文庫、岩波書店,自害,て、井戸に身を投げようとしたものがあり、自害しようとするものさえあったという。 慶応,General
2001年7月4日,島崎藤村,夜明け前,第二部下,Meiji,「夜明け前　第二部（下）」岩波文庫、岩波書店,自害,ばに倒れていたのは他のものでもなかった。自害を企てた娘お粂がそこに見いだされた。 第,General
2001年7月4日,島崎藤村,夜明け前,第二部下,Meiji,「夜明け前　第二部（下）」岩波文庫、岩波書店,自害,ない。青山の家のものにすら、お粂が企てた自害の謎《なぞ》は解けなかった。ともあれ、こ,General
2001年7月4日,島崎藤村,夜明け前,第二部下,Meiji,「夜明け前　第二部（下）」岩波文庫、岩波書店,自害,月五日の夜、馬籠本陣の土蔵二階であの娘の自害を企てたことは、いまだに村のものの謎《な,General
2000年12月2日,島崎藤村,家,（上）,Meiji,「家（上）」新潮文庫、新潮社,自害,断りかけた。もしあの時《とき》……お種が自害して果てる程の決心を起さなかったら、ある,General
2002年9月21日,中里介山,大菩薩峠,慢心和尚の巻,Meiji,「大菩薩峠4」ちくま文庫、筑摩書房,自殺,、またも噂が立ちました。 「駒井能登守が自殺した」 という噂が立つと、神尾家の者共は,General
2002年9月21日,中里介山,大菩薩峠,慢心和尚の巻,Meiji,「大菩薩峠4」ちくま文庫、筑摩書房,自殺,たことかと得意満面でありました。まもなく自殺は嘘で、心中だ！　という噂も立ちました。,General
2002年9月21日,中里介山,大菩薩峠,慢心和尚の巻,Meiji,「大菩薩峠4」ちくま文庫、筑摩書房,自殺,、お松が帰ったあとで咽喉《のど》を突いて自殺しようとしました。それは老女の手によって,General
2002年9月21日,中里介山,大菩薩峠,慢心和尚の巻,Meiji,「大菩薩峠4」ちくま文庫、筑摩書房,自殺,が静まった時分に、お君は死んでいました。自殺したのではなく、誰かの手で死なされていま,General
2002年9月21日,中里介山,大菩薩峠,慢心和尚の巻,Meiji,「大菩薩峠4」ちくま文庫、筑摩書房,自害,噂が立ちました。 それはお部屋様のお君が自害してしまったという噂と、殿様のお手討に遭,General
2002年9月21日,中里介山,大菩薩峠,慢心和尚の巻,Meiji,「大菩薩峠4」ちくま文庫、筑摩書房,自害,《あ》ってしまったという二説であります。自害説よりは、お手討説の方が有力でありました,General
2002年9月21日,中里介山,大菩薩峠,慢心和尚の巻,Meiji,「大菩薩峠4」ちくま文庫、筑摩書房,自害,い詰められる気持に迫られて、いざといえば自害をして果てるばかりと、小刀を膝のところへ,General
2002年9月21日,中里介山,大菩薩峠,慢心和尚の巻,Meiji,「大菩薩峠4」ちくま文庫、筑摩書房,自害,れて、本陣とやらへ行かねばならぬ場合には自害する、いっそ、こうなっては、その前にここ,General
2008年5月20日,林不忘,煩悩秘文書,,Meiji,「一人三人全集1時代捕物釘抜藤吉捕物覚書」河出書房新社,自害,め母は、遠州相良の空を白眼《にら》んで、自害してはてました。」 千浪も法外も、うな垂,General
2008年5月20日,林不忘,煩悩秘文書,,Meiji,「一人三人全集1時代捕物釘抜藤吉捕物覚書」河出書房新社,自害, 姉を拉《らっ》し去り、父を殺され、母を自害させた祖父江出羽守を、大次郎が秘かに仇と,General
2008年5月20日,林不忘,煩悩秘文書,,Meiji,「一人三人全集1時代捕物釘抜藤吉捕物覚書」河出書房新社,自害,州｜相良《さがら》の空を白眼《にら》んで自害して果てたという。 父母の仇、じぶんの敵,General
2013年7月20日,本庄陸男,石狩川,,Meiji,「石狩川　上」新日本文庫、新日本出版社,自害,思いだされた。彼の悲劇はあたらしかった。自害した父親の心境が判るような気がした。そこ,General
2013年4月13日,三上於菟吉,雪之丞変化,,Meiji,底本『大衆文学大系12』一九七二年三月　講談社刊,自殺,は、三斎が、ふくみ状に、一切の罪をわびて自殺し、公方の哀憐《あいれん》を求めれば、或,General
2013年4月13日,三上於菟吉,雪之丞変化,,Meiji,底本『大衆文学大系12』一九七二年三月　講談社刊,自害,。わしは死んで取り殺すぞ。可愛い女房まで自害をさせ、この清左衛門の手足をもぎ、口を塞,General
2013年4月13日,三上於菟吉,雪之丞変化,,Meiji,底本『大衆文学大系12』一九七二年三月　講談社刊,自害,陥《おとしい》れ、一家を離散させ、母親を自害させ、限りない苦悩のどん底に投げ入れたの,General
2013年4月13日,三上於菟吉,雪之丞変化,,Meiji,底本『大衆文学大系12』一九七二年三月　講談社刊,自害,どのような虐《しいた》げをうけられて、御自害をなされたか――」 菊之丞の声は、掠《か,General
1999年1月5日,太宰治,右大臣実朝,,Meiji,「太宰治全集第五巻」筑摩書房,自殺,や謀反の噂を立てられ、京の御宿舎に於いて自殺をなさいまして、御次男の善哉さまはそのや,General
1999年1月5日,太宰治,右大臣実朝,,Meiji,「太宰治全集第五巻」筑摩書房,自殺,、甲斐国坂東山波加利の東競石郷二木に於て自殺す矣、和田新左衛門尉常盛並びに横山右馬允,General
1999年1月5日,太宰治,右大臣実朝,,Meiji,「太宰治全集第五巻」筑摩書房,自殺,横山右馬允時兼等は、坂東山償原別所に於て自殺すと云々、時兼は横山権守時広の嫡男なり、,General
1999年1月5日,太宰治,右大臣実朝,,Meiji,「太宰治全集第五巻」筑摩書房,自殺,京の家人等、件の旅亭を襲ふの処、禅師忽ち自殺す、伴党又逃亡すと云々。 同年。十二月大,General
1999年1月5日,太宰治,右大臣実朝,,Meiji,「太宰治全集第五巻」筑摩書房,自殺,うしてあてもなく海上をさまよひ歩き果ては自殺でもなさる気であらうと言ひ、或る者は、宋,General
1999年1月5日,太宰治,右大臣実朝,,Meiji,「太宰治全集第五巻」筑摩書房,自害,重に護衛いたし、御義母の牧の方さまには御自害を強ひ、御実父の時政公には出家をすすめて,General
1999年1月5日,太宰治,右大臣実朝,,Meiji,「太宰治全集第五巻」筑摩書房,自害,鎌倉より追放なされ、継母の牧の方さまには自害をすすめて一命をいただいておしまひになり,General
2000年4月24日,太宰治,新釈諸国噺,,Meiji,「お伽草紙」新潮文庫、新潮社,自害,憫《ふびん》と思召《おぼしめ》さば、わが自害の後に、坂下の唐物屋へ行き、その事たしか,General
2000年4月24日,太宰治,新釈諸国噺,,Meiji,「お伽草紙」新潮文庫、新潮社,自害,隣近所の人もその騒ぎに起き出して、夫婦の自害もうやむやになり、顔役はやがて事情を聞い,General
2008年8月14日,国枝史郎,八ヶ嶽の魔神,,Meiji,「八ヶ嶽の魔神」大衆文学館、講談社,自殺,かれなかった。そうしてついに誰一人として自殺の原因を知るものがなかった。 わずかにそ,General
2008年8月14日,国枝史郎,八ヶ嶽の魔神,,Meiji,「八ヶ嶽の魔神」大衆文学館、講談社,自害,がお前の親父《おやじ》だ。そうしてここに自害している柵こそはお前の母親だ」 宗介は腰,General
2004年1月8日,中里介山,大菩薩峠,無明の巻,Meiji,「大菩薩峠7」ちくま文庫、筑摩書房,自殺,中に斬り落し、自分は大平山の上にのぼって自殺して果てた。その後、佐竹の奥方が夫君はこ,General
2004年1月8日,中里介山,大菩薩峠,無明の巻,Meiji,「大菩薩峠7」ちくま文庫、筑摩書房,自害,瞭になると、そのままこの雪隠の中へ入って自害を遂げてしまった。その後、どうもこの雪隠,General
2001年5月9日,中里介山,大菩薩峠,鈴鹿山の巻,Meiji,「大菩薩峠1」ちくま文庫、筑摩書房,自害,松が永《なが》の病気から身の上を悲観して自害でもするつもりと勘違いをしているので、お,General
2001年5月10日,中里介山,大菩薩峠,壬生と島原の巻,Meiji,「大菩薩峠1」ちくま文庫、筑摩書房,自害,ここのえ》という全盛の太夫さんが、ここで自害をなされました」 「ふーむ」 「その太夫,General
2001年5月31日,中里介山,大菩薩峠,間の山の巻,Meiji,「大菩薩峠2」ちくま文庫、筑摩書房,自害,て、お金と一緒に私へお頼みなすったあとで自害をなさったのでございます。死んで行くわた,General
2001年5月31日,中里介山,大菩薩峠,間の山の巻,Meiji,「大菩薩峠2」ちくま文庫、筑摩書房,自害,を殺したのはわたしでございます、あの方は自害をなすったのではございませぬ、わたしが手,General
2001年12月22日,巌谷小波,こがね丸,,Meiji,「日本児童文学名作集（上）」岩波文庫、岩波書店,自害,つ》る命も惜《おし》くはあらず。――妾が自害は黄金ぬしが、御用に立たん願《ねがい》に,General
2003年9月3日,泉鏡花,縷紅新草,,Meiji,「泉鏡花集成9」ちくま文庫、筑摩書房,自殺,、その夜、（烏をいう）千羽ヶ淵《ふち》で自殺してしまったのである。身を投げたのは潔い,General
2003年9月3日,泉鏡花,縷紅新草,,Meiji,「泉鏡花集成9」ちくま文庫、筑摩書房,自害,《にら》んでやりたいようですわ。――でも自害をなさいました、後一年ばかり、一時《ひと,General
2004年9月25日,田中貢太郎,南北の東海道四谷怪談,,Meiji,「怪奇・伝奇時代小説選集3　新怪談集」春陽文庫、春陽堂書店,自害,此のように」 お岩とお袖は悲しみのあまり自害しようとした。伊右衛門は芝居がかりであっ,General
2004年9月25日,田中貢太郎,南北の東海道四谷怪談,,Meiji,「怪奇・伝奇時代小説選集3　新怪談集」春陽文庫、春陽堂書店,自害,かりであった。 「うろたえもの、今姉妹が自害して、親、所天《おっと》の讐《かたき》を,General
2004年9月25日,田中貢太郎,南北の東海道四谷怪談,,Meiji,「怪奇・伝奇時代小説選集3　新怪談集」春陽文庫、春陽堂書店,自害,お梅が帯の間から剃刀《かみそり》を出して自害しようとするので、驚いていると、今度は喜,General
2006年1月11日,坂口安吾,青春論,,Meiji,「坂口安吾全集14」ちくま文庫、筑摩書房,自殺,な娘だったのに、二十一の年、原因の分らぬ自殺をとげてしまった。雪国のふるさとの沼へ身,General
2006年1月11日,坂口安吾,青春論,,Meiji,「坂口安吾全集14」ちくま文庫、筑摩書房,自殺,ふるさとの沼へ身を投げて死んでいた。この自殺の知らせが来たときも、関節炎の娘は全然驚,General
2006年1月11日,坂口安吾,青春論,,Meiji,「坂口安吾全集14」ちくま文庫、筑摩書房,自殺,を覚えることがあるのであった。 切支丹は自殺をしてはいけないという戒めがあって、当時,General
2006年1月11日,坂口安吾,青春論,,Meiji,「坂口安吾全集14」ちくま文庫、筑摩書房,自殺,下げたりしてはいけないのだと諦らめた。 自殺した牧野信一はハイカラな人で、人の前で泥,General
2006年1月11日,坂口安吾,青春論,,Meiji,「坂口安吾全集14」ちくま文庫、筑摩書房,自害,格に実行され、ドン・アゴスチノ小西行長は自害せず刑場に引立てられて武士らしからぬ死を,Formal
2006年7月3日,泉鏡花,化銀杏,,Meiji,「泉鏡花集成2」ちくま文庫、筑摩書房,自害,の手をじっと取りて、 「嬉しいねえ。何の自害なんかするもんかね、世間と、旦那として私,General
2005年6月15日,寺田寅彦,西鶴と科学,,Meiji,「寺田寅彦全集　第五巻」岩波書店,自害,事件が暴露して男は即座に成敗され、姫には自害を勧めると、姫は断然その勧告をはねつけて,General
2004年11月19日,井上紅梅訳,狂人日記,魯迅,Meiji,「魯迅全集」改造社,自害,の者が連絡を取って網を張り詰め、わたしに自害を迫っているのだ。四五日このかた往来の男,General
2005年1月6日,倉田百三,人生における離合について,,Meiji,「青春をいかに生きるか」角川文庫、角川書店,自害,三には大津皇子が死を賜わって磐余の池にて自害されたとき、妃山辺の皇女が流涕悲泣して直,General
2006年3月24日,坂口安吾,我が人生観,（二）俗悪の発見,Meiji,「坂口安吾全集　09」筑摩書房,自害,と思いをこらしている。松永弾正が城を枕の自害を前に延命の灸をすえたというのは何でもな,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その三　魔教の怪,Meiji,「坂口安吾全集　10」筑摩書房,自害,きくと、 「ハッ、世良田と別天王は見事に自害して果てました」 「ムムム」 と歯をくい,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,浅虫権六は病死となっているけれども、実は自殺したのであった。その自殺もタダの自殺では,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,るけれども、実は自殺したのであった。その自殺もタダの自殺ではなかった。彼は自分が癩病,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,実は自殺したのであった。その自殺もタダの自殺ではなかった。彼は自分が癩病であることを,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,なかったのである。ついに彼は、発狂して、自殺した。しかも、その自殺の悲惨なること。彼,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,に彼は、発狂して、自殺した。しかも、その自殺の悲惨なること。彼は自ら刃物をふるって、,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,たのである。そして、腹を一文字にさいて、自殺した。 咲子は一也の話をにわかに信用する,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,した思いであった。亡父権六の癩病、発狂、自殺、という事実を知っているのは花田だけなの,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,思い当るのだ。野草も、亡父の癩病、発狂、自殺、を知る人物なのである、と。医師一人で始,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,い。オレだって、父が癩病を苦にして狂って自殺したときには寝耳に水、その呪われた運命に,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,いうことだ」 「それにしても、癩病だの、自殺だのということが、よく秘密に保てたもので,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,し立ててはいけないと思い、一同に、癩病、自殺を打ちあけて、業病の家に奉公もつらいであ,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,である。野草は案外口が堅くて、癩病のこと自殺のことを先妻にもらしていなかったが、ただ,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,。 浅虫の先代は癩病を苦にやんで発狂して自殺した。それを普通の病死と称して世間をごま,General
2006年5月11日,坂口安吾,明治開化　安吾捕物,その五　万引家族,Meiji,「坂口安吾全集　10」筑摩書房,自殺,、ゆすっていたのは当然ですとも。旦那様は自殺ではありませんね。誰かが殺したのです」 ,General
